customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,avg_login_count_30,active_days_30,avg_feature_usage_30,avg_session_minutes_30,support_tickets_count_30,avg_resolution_hours_30,avg_login_count_90,active_days_90,avg_feature_usage_90,usage_change_30d,login_change_30d,days_since_last_activity
1066-JKSGK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes,10.966666666666669,30,27.5,94.45466666666668,2,2.5986666666666665,11.166666666666666,90,28.044444444444444,-0.0194136291600633,-0.0179104477611939,0
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,No,11.466666666666669,30,31.133333333333333,107.67733333333334,0,0.0,11.877777777777778,90,32.2,-0.0331262939958593,-0.0346117867165575,0
6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,No,13.133333333333333,30,22.6,80.58366666666666,1,1.6893333333333334,13.344444444444443,90,22.92222222222222,-0.0140571982549683,-0.0158201498751041,0
6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,No,11.333333333333334,30,35.166666666666664,121.74166666666666,0,0.0,11.955555555555556,90,37.0,-0.0495495495495496,-0.0520446096654274,0
6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,Yes,8.9,30,33.46666666666667,120.327,2,3.099333333333333,9.344444444444443,90,34.833333333333336,-0.0392344497607655,-0.0475624256837098,0
8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,Yes,3.5,30,8.033333333333333,26.31,0,0.0,4.866666666666666,90,11.1,-0.2762762762762762,-0.2808219178082191,0
5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,17.666666666666668,30,43.4,157.20499999999998,0,0.0,18.03333333333333,90,44.28888888888889,-0.0200702458605118,-0.0203327171903881,0
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes,4.566666666666666,30,13.5,49.42933333333334,0,0.0,6.255555555555556,90,18.22222222222222,-0.2591463414634146,-0.2699822380106572,0
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No,11.433333333333334,30,31.1,107.99866666666668,0,0.0,11.511111111111113,90,31.38888888888889,-0.0092035398230088,-0.0067567567567567,0
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,10.7,30,32.3,118.149,1,0.0703333333333333,10.588888888888889,90,32.233333333333334,0.0020682523267837,0.0104931794333682,0
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No,14.166666666666666,30,40.06666666666667,137.90933333333334,1,1.5333333333333334,14.066666666666666,90,39.977777777777774,0.0022234574763759,0.0071090047393364,0
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No,9.633333333333333,30,18.766666666666666,63.595,0,0.0,9.877777777777778,90,19.355555555555554,-0.0304247990815154,-0.0247469066366705,0
3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,10.8,30,26.03333333333333,90.60733333333334,1,1.251,10.866666666666667,90,26.155555555555555,-0.0046728971962615,-0.0061349693251533,0
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,6.133333333333334,30,19.133333333333333,67.68566666666666,3,4.075,6.288888888888889,90,19.633333333333333,-0.0254668930390492,-0.0247349823321553,0
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,11.566666666666666,30,27.9,96.37933333333334,1,0.2263333333333333,11.9,90,28.58888888888889,-0.0240963855421687,-0.0280112044817927,0
6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,8.666666666666666,30,33.0,119.685,1,1.3683333333333332,9.055555555555555,90,34.13333333333333,-0.0332031249999999,-0.0429447852760736,0
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,11.4,30,38.06666666666667,135.395,2,2.420666666666667,11.522222222222222,90,38.4,-0.0086805555555554,-0.0106075216972034,0
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,5.4,30,15.033333333333331,55.36266666666667,1,0.8443333333333333,6.766666666666667,90,18.58888888888889,-0.191273161984459,-0.2019704433497536,0
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,9.766666666666667,30,27.53333333333333,100.81666666666666,1,2.094666666666667,10.355555555555556,90,29.3,-0.0602957906712172,-0.0568669527896995,0
9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,16.5,30,42.46666666666667,152.153,0,0.0,16.92222222222222,90,43.61111111111112,-0.0262420382165605,-0.0249507550886407,0
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,No,10.366666666666667,30,22.23333333333333,82.609,4,6.228666666666666,10.555555555555555,90,22.488888888888887,-0.0113636363636362,-0.0178947368421052,0
4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,13.466666666666669,30,30.33333333333333,109.29366666666668,2,2.175,13.955555555555556,90,31.344444444444445,-0.032258064516129,-0.0350318471337579,0
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,9.533333333333331,30,26.066666666666663,82.73166666666665,2,2.164333333333333,9.833333333333334,90,27.166666666666668,-0.0404907975460123,-0.0305084745762712,0
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,4.466666666666667,30,11.7,45.092666666666666,2,1.638,4.288888888888889,90,11.177777777777775,0.0467196819085487,0.0414507772020726,0
5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97,No,10.966666666666669,30,26.766666666666666,90.83666666666666,1,0.6976666666666667,10.911111111111111,90,26.64444444444445,0.0045871559633026,0.005091649694501,0
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,12.866666666666667,30,30.73333333333333,107.55566666666668,2,2.095333333333333,13.366666666666667,90,31.83333333333333,-0.0345549738219894,-0.0374064837905236,0
7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,15.4,30,41.4,148.38833333333332,1,1.3343333333333334,15.588888888888889,90,41.74444444444445,-0.0082512643066277,-0.0121168923734853,0
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,14.166666666666666,30,40.63333333333333,147.79066666666668,1,1.2333333333333334,14.9,90,42.65555555555556,-0.0474081792133368,-0.0492170022371365,0
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,10.4,30,36.13333333333333,131.36266666666668,3,4.274,10.71111111111111,90,36.91111111111111,-0.0210716435881999,-0.0290456431535268,0
9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,5.466666666666667,30,19.166666666666668,70.798,0,0.0,7.055555555555555,90,24.4,-0.2144808743169398,-0.2251968503937007,0
6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,10.4,30,36.03333333333333,127.14833333333333,1,1.1963333333333332,10.655555555555557,90,36.72222222222222,-0.0187594553706505,-0.0239833159541187,0
7495-OOKFY,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,5.1,30,11.733333333333333,42.456,0,0.0,6.677777777777778,90,15.133333333333333,-0.2246696035242291,-0.2362728785357738,0
4667-QONEA,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,12.0,30,30.2,109.145,1,0.3503333333333333,12.055555555555555,90,30.41111111111111,-0.0069419071976617,-0.0046082949308755,0
1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,10.4,30,39.7,138.90733333333336,1,2.169,10.411111111111111,90,39.82222222222222,-0.0030691964285713,-0.0010672358591248,0
8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,No,17.433333333333334,30,42.266666666666666,160.61966666666666,0,0.0,17.61111111111111,90,42.68888888888889,-0.0098906819364914,-0.0100946372239747,0
5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No,10.166666666666666,30,34.13333333333333,129.61866666666666,0,0.0,10.088888888888889,90,34.13333333333333,0.0,0.0077092511013215,0
3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,No,8.533333333333333,30,17.566666666666666,62.164,0,0.0,8.555555555555555,90,17.622222222222224,-0.0031525851197983,-0.0025974025974025,0
5954-BDFSG,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,No,9.666666666666666,30,22.866666666666667,82.02766666666666,0,0.0,9.88888888888889,90,23.41111111111111,-0.0232558139534883,-0.0224719101123596,0
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,No,12.666666666666666,30,32.06666666666667,106.67133333333332,0,0.0,12.833333333333334,90,32.41111111111111,-0.0106273568735,-0.012987012987013,0
1215-FIGMP,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,No,12.033333333333331,30,32.63333333333333,111.147,0,0.0,12.355555555555556,90,33.41111111111111,-0.0232790156301962,-0.0260791366906475,0
0526-SXDJP,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962,No,17.8,30,32.86666666666667,114.56666666666666,1,1.1806666666666668,18.2,90,33.53333333333333,-0.0198807157057653,-0.0219780219780219,0
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,13.6,30,30.666666666666668,106.266,3,4.533666666666666,13.655555555555557,90,31.0,-0.0107526881720429,-0.0040683482506102,0
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,4.8,30,17.166666666666668,60.24166666666667,0,0.0,6.688888888888889,90,23.344444444444445,-0.2646358876725369,-0.2823920265780731,0
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No,10.0,30,36.96666666666667,135.05166666666668,1,0.277,10.177777777777775,90,37.53333333333333,-0.0150976909413853,-0.0174672489082968,0
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,No,11.666666666666666,30,37.96666666666667,141.72233333333332,2,3.469666666666667,12.022222222222222,90,39.25555555555555,-0.0328332861590714,-0.0295748613678373,0
3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No,5.3,30,11.733333333333333,40.473333333333336,2,3.361333333333333,5.177777777777778,90,11.655555555555557,0.0066730219256434,0.0236051502145921,0
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,No,8.233333333333333,30,20.3,75.057,1,1.652,8.344444444444445,90,20.511111111111116,-0.0102925243770314,-0.0133155792276965,0
7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No,7.466666666666667,30,28.7,95.30033333333334,3,1.7540000000000002,7.9,90,30.166666666666668,-0.0486187845303868,-0.0548523206751055,0
2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,10.133333333333333,30,25.33333333333333,87.60966666666667,0,0.0,10.2,90,25.42222222222222,-0.0034965034965034,-0.0065359477124182,0
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,No,11.6,30,25.6,96.33633333333334,1,2.181666666666666,11.644444444444444,90,25.57777777777778,0.0008688097306689,-0.0038167938931297,0
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099,No,14.3,30,38.333333333333336,140.38466666666667,1,0.331,14.61111111111111,90,39.15555555555556,-0.0209988649262202,-0.0212927756653991,0
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,15.966666666666669,30,30.766666666666666,103.65066666666668,0,0.0,16.344444444444445,90,31.58888888888889,-0.02602884277172,-0.0231135282121006,0
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,8.4,30,26.23333333333333,91.663,0,0.0,8.8,90,27.38888888888889,-0.0421906693711967,-0.0454545454545454,0
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,12.166666666666666,30,30.933333333333334,108.97766666666666,1,1.5596666666666663,12.577777777777778,90,31.788888888888888,-0.0269136665501572,-0.0326855123674911,0
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,14.133333333333333,30,28.266666666666666,94.548,1,1.481666666666667,14.911111111111111,90,29.8,-0.0514541387024609,-0.0521609538002981,0
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,No,8.8,30,31.23333333333333,109.19633333333331,0,0.0,9.433333333333334,90,33.12222222222222,-0.0570278430057026,-0.0671378091872791,0
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No,9.033333333333331,30,24.466666666666665,93.715,1,2.1426666666666665,9.28888888888889,90,25.31111111111111,-0.0333625987708516,-0.0275119617224881,0
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,No,14.066666666666666,30,28.166666666666668,98.34566666666666,1,1.787,14.266666666666667,90,28.53333333333333,-0.0128504672897196,-0.0140186915887851,0
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,8.966666666666667,30,23.933333333333334,89.64333333333335,3,3.426333333333333,9.444444444444445,90,24.977777777777774,-0.041814946619217,-0.0505882352941176,0
8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,No,8.166666666666666,30,27.73333333333333,90.091,1,0.9723333333333334,8.733333333333333,90,29.522222222222226,-0.0605946556266465,-0.064885496183206,0
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,9.833333333333334,30,33.13333333333333,122.40466666666666,2,1.814333333333333,9.9,90,33.12222222222222,0.0003354579000335,-0.0067340067340067,0
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No,8.8,30,20.0,68.99266666666666,0,0.0,8.555555555555555,90,19.377777777777776,0.0321100917431193,0.0285714285714286,0
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,No,16.3,30,23.83333333333333,82.44133333333333,0,0.0,16.77777777777778,90,24.5,-0.0272108843537415,-0.0284768211920529,0
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,No,7.933333333333334,30,16.2,50.96633333333333,1,1.5073333333333332,8.11111111111111,90,16.533333333333335,-0.0201612903225807,-0.021917808219178,0
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No,11.333333333333334,30,32.93333333333333,123.375,0,0.0,11.511111111111113,90,33.36666666666667,-0.0129870129870131,-0.0154440154440153,0
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057,No,5.566666666666666,30,12.0,43.49766666666667,0,0.0,5.622222222222222,90,12.077777777777778,-0.0064397424103035,-0.0098814229249011,0
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,No,10.933333333333334,30,21.5,75.57133333333333,1,0.9383333333333332,11.38888888888889,90,22.466666666666665,-0.0430267062314539,-0.04,0
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,12.433333333333334,30,33.13333333333333,118.42733333333334,1,0.6026666666666666,12.811111111111112,90,33.65555555555556,-0.0155166721690327,-0.0294882914137034,0
