customer_id,avg_login_count_30,active_days_30,avg_feature_usage_30,avg_session_minutes_30,support_tickets_count_30,avg_resolution_hours_30,avg_login_count_90,active_days_90,avg_feature_usage_90,usage_change_30d,login_change_30d,days_since_last_activity
0048-PIHNL,9.566666666666666,30,19.733333333333334,66.46666666666667,1,1.637,9.344444444444445,90,19.355555555555554,0.01951779563719874,0.02378121284185485,0
0052-DCKON,11.633333333333333,30,31.233333333333334,116.81866666666666,0,0.0,11.61111111111111,90,31.08888888888889,0.004646175839885673,0.0019138755980861177,0
0052-YNYOT,13.3,30,26.133333333333333,92.05466666666666,1,1.692,13.477777777777778,90,26.6,-0.01754385964912288,-0.013190436933223366,0
0056-EPFBG,10.933333333333334,30,31.233333333333334,115.15766666666667,0,0.0,11.544444444444444,90,32.94444444444444,-0.051939291736930786,-0.052935514918190534,0
0057-QBUQH,12.566666666666666,30,21.4,74.12366666666667,1,1.791,13.122222222222222,90,22.455555555555556,-0.047006432459178696,-0.04233700254022014,0
0058-EVZWM,11.9,30,40.733333333333334,127.99066666666667,0,0.0,12.477777777777778,90,42.58888888888889,-0.04356900600052176,-0.046304541406945655,0
0060-FUALY,14.1,30,39.733333333333334,144.37966666666668,0,0.0,14.666666666666666,90,41.46666666666667,-0.04180064308681674,-0.03863636363636362,0
0064-SUDOG,11.8,30,21.933333333333334,79.089,1,0.6593333333333333,12.122222222222222,90,22.466666666666665,-0.02373887240356075,-0.02658111824014656,0
0064-YIJGF,11.366666666666667,30,32.833333333333336,116.60733333333333,0,0.0,11.744444444444444,90,33.7,-0.025717111770524246,-0.03216650898770093,0
0067-DKWBL,4.366666666666666,30,10.0,35.31333333333334,0,0.0,5.711111111111111,90,12.944444444444445,-0.2274678111587983,-0.23540856031128413,0
0068-FIGTF,11.6,30,26.833333333333332,97.78566666666667,1,2.2343333333333333,11.9,90,27.377777777777776,-0.019886363636363633,-0.025210084033613505,0
0071-NDAFP,11.033333333333333,30,33.233333333333334,126.0,1,0.333,10.933333333333334,90,33.1,0.004028197381671687,0.0091463414634146,0
0074-HDKDG,14.733333333333333,30,37.233333333333334,126.12733333333334,0,0.0,15.255555555555556,90,38.58888888888889,-0.035128131298589084,-0.03423160961398409,0
0076-LVEPS,12.433333333333334,30,29.033333333333335,98.67633333333333,0,0.0,12.433333333333334,90,29.055555555555557,-0.0007648183556405327,0.0,0
0078-XZMHT,10.633333333333333,30,32.53333333333333,112.873,1,1.2536666666666667,10.588888888888889,90,32.233333333333334,0.009307135470527316,0.00419727177334731,0
0080-EMYVY,11.5,30,25.233333333333334,95.786,0,0.0,11.622222222222222,90,25.511111111111113,-0.010888501742160309,-0.010516252390057325,0
0080-OROZO,10.933333333333334,30,27.433333333333334,100.02333333333333,1,1.3756666666666668,10.966666666666667,90,27.455555555555556,-0.0008093889113719113,-0.0030395136778115393,0
0082-LDZUE,10.766666666666667,30,33.3,117.20133333333334,1,2.0983333333333336,11.055555555555555,90,34.01111111111111,-0.02090819993466201,-0.026130653266331565,0
0082-OQIQY,9.833333333333334,30,26.966666666666665,95.80933333333334,1,0.9226666666666666,9.811111111111112,90,26.933333333333334,0.0012376237623761672,0.002265005662514148,0
0083-PIVIK,12.366666666666667,30,26.033333333333335,90.91166666666666,0,0.0,12.577777777777778,90,26.433333333333334,-0.015132408575031472,-0.01678445229681973,0
0089-IIQKO,7.966666666666667,30,26.466666666666665,93.157,1,0.9760000000000001,7.933333333333334,90,26.38888888888889,0.0029473684210525536,0.004201680672268893,0
0093-EXYQL,13.0,30,34.233333333333334,131.93233333333333,0,0.0,13.411111111111111,90,35.233333333333334,-0.028382213812677387,-0.030654515327257686,0
0093-XWZFY,4.866666666666666,30,15.2,53.79933333333334,1,0.8603333333333333,6.566666666666666,90,20.211111111111112,-0.2479384277075317,-0.2588832487309645,0
0094-OIFMO,3.6666666666666665,30,13.7,50.525,0,0.0,4.977777777777778,90,18.455555555555556,-0.2576760987357014,-0.2633928571428572,0
0096-BXERS,8.366666666666667,30,22.233333333333334,81.72733333333333,0,0.0,8.666666666666666,90,23.1,-0.037518037518037534,-0.03461538461538449,0
0096-FCPUF,10.1,30,25.966666666666665,84.41433333333333,1,1.5303333333333333,10.155555555555555,90,26.344444444444445,-0.014339940953184393,-0.005470459518599543,0
0098-BOWSO,6.3,30,16.033333333333335,58.61866666666666,1,1.5356666666666667,6.522222222222222,90,16.433333333333334,-0.024340770791074964,-0.03407155025553664,0
0100-DUVFC,15.466666666666667,30,37.666666666666664,130.309,0,0.0,15.133333333333333,90,36.87777777777778,0.02139198553781247,0.022026431718061713,0
0103-CSITQ,9.633333333333333,30,31.1,112.32633333333334,2,2.701666666666667,9.9,90,32.06666666666667,-0.030145530145530203,-0.026936026936027018,0
0104-PPXDV,9.533333333333333,30,22.066666666666666,76.41866666666667,2,0.817,9.411111111111111,90,21.644444444444446,0.01950718685831615,0.012987012987012941,0
0106-GHRQR,9.133333333333333,30,23.233333333333334,81.74966666666666,0,0.0,9.222222222222221,90,23.41111111111111,-0.007593735168485972,-0.009638554216867436,0
0106-UGRDO,13.1,30,35.93333333333333,126.12766666666667,0,0.0,13.377777777777778,90,36.6,-0.018214936247723263,-0.020764119601328963,0
0107-WESLM,3.433333333333333,30,5.966666666666667,20.933,1,1.8213333333333332,4.622222222222222,90,7.944444444444445,-0.24895104895104894,-0.25721153846153844,0
0107-YHINA,2.6666666666666665,30,11.066666666666666,32.749,1,0.8073333333333333,3.8,90,15.0,-0.26222222222222225,-0.2982456140350877,0
0111-KLBQG,8.6,30,27.766666666666666,95.40933333333334,2,1.7796666666666667,8.3,90,26.933333333333334,0.030940594059405895,0.03614457831325288,0
0112-QAWRZ,13.633333333333333,30,33.5,117.64699999999999,1,2.1146666666666665,14.277777777777779,90,35.044444444444444,-0.044071020925808495,-0.045136186770428105,0
0112-QWPNC,4.1,30,10.1,34.338,3,4.055666666666666,5.366666666666666,90,13.2,-0.23484848484848483,-0.2360248447204969,0
0114-IGABW,13.9,30,32.7,126.47,0,0.0,14.277777777777779,90,33.6,-0.026785714285714243,-0.026459143968871623,0
0114-PEGZZ,8.733333333333333,30,32.666666666666664,108.35933333333332,2,3.043333333333334,8.966666666666667,90,33.65555555555556,-0.029382634532849283,-0.02602230483271386,0
0114-RSRRW,10.8,30,27.933333333333334,99.193,0,0.0,10.755555555555556,90,27.855555555555554,0.002792181890706077,0.004132231404958663,0
0115-TFERT,10.766666666666667,30,32.166666666666664,110.36866666666667,1,1.8653333333333333,11.077777777777778,90,32.82222222222222,-0.01997291807718357,-0.028084252758274725,0
0117-LFRMW,10.133333333333333,30,21.366666666666667,77.79533333333333,2,2.3743333333333334,10.144444444444444,90,21.41111111111111,-0.0020757654385054414,-0.001095290251916754,0
0118-JPNOY,13.3,30,35.833333333333336,132.03433333333334,0,0.0,13.344444444444445,90,36.17777777777778,-0.009520884520884438,-0.003330557868442952,0
0121-SNYRK,11.333333333333334,30,28.333333333333332,95.70533333333333,0,0.0,11.38888888888889,90,28.455555555555556,-0.004295197188598251,-0.0048780487804877875,0
0122-OAHPZ,9.7,30,32.666666666666664,118.44466666666668,0,0.0,9.877777777777778,90,33.4,-0.021956087824351326,-0.017997750281214964,0
0123-CRBRT,15.733333333333333,30,37.666666666666664,134.252,1,1.6106666666666667,15.911111111111111,90,38.0,-0.008771929824561465,-0.011173184357541971,0
0125-LZQXK,2.533333333333333,30,10.266666666666667,34.07066666666667,0,0.0,3.388888888888889,90,13.277777777777779,-0.22677824267782426,-0.25245901639344265,0
0128-MKWSG,11.7,30,25.633333333333333,92.60766666666667,0,0.0,12.344444444444445,90,27.022222222222222,-0.05139802631578949,-0.05220522052205231,0
0129-KPTWJ,13.0,30,36.93333333333333,141.49033333333333,1,2.027,13.1,90,37.0,-0.0018018018018018914,-0.007633587786259515,0
0129-QMPDR,8.8,30,20.833333333333332,78.32300000000001,0,0.0,9.122222222222222,90,21.68888888888889,-0.039446721311475516,-0.0353227771010961,0
0130-SXOUN,9.9,30,23.1,82.352,2,4.046333333333333,10.544444444444444,90,24.555555555555557,-0.059276018099547516,-0.06111696522655422,0
0133-BMFZO,8.2,30,39.93333333333333,135.64666666666668,2,2.17,8.2,90,40.0,-0.0016666666666667496,0.0,0
0134-XWXCE,11.266666666666667,30,30.366666666666667,101.762,1,0.378,11.722222222222221,90,31.555555555555557,-0.0376760563380282,-0.03886255924170603,0
0135-NMXAP,7.866666666666666,30,20.966666666666665,74.519,1,1.214,8.0,90,21.18888888888889,-0.01048767697954916,-0.01666666666666672,0
0136-IFMYD,7.666666666666667,30,22.5,80.596,0,0.0,8.077777777777778,90,23.88888888888889,-0.05813953488372094,-0.050894085281980674,0
0137-OCGAB,13.133333333333333,30,39.96666666666667,142.22666666666666,0,0.0,13.633333333333333,90,41.32222222222222,-0.03280451734337184,-0.03667481662591687,0
0137-UDEUO,4.3,30,9.266666666666667,31.014333333333333,3,2.472666666666667,5.5,90,12.033333333333333,-0.22991689750692512,-0.21818181818181823,0
0139-IVFJG,9.466666666666667,30,26.466666666666665,96.98133333333334,1,1.7573333333333332,9.455555555555556,90,26.644444444444446,-0.006672226855713203,0.0011750881316098666,0
0141-YEAYS,7.7,30,35.833333333333336,119.223,1,2.2183333333333333,8.011111111111111,90,37.28888888888889,-0.039034564958283675,-0.038834951456310655,0
0142-GVYSN,6.666666666666667,30,20.233333333333334,64.982,0,0.0,7.0777777777777775,90,21.22222222222222,-0.046596858638743376,-0.05808477237048658,0
0147-ESWWR,6.766666666666667,30,26.6,92.44966666666667,2,1.8366666666666667,6.888888888888889,90,27.066666666666666,-0.017241379310344765,-0.017741935483871034,0
0148-DCDOS,9.866666666666667,30,30.866666666666667,109.95366666666668,1,2.2079999999999997,10.266666666666667,90,32.13333333333333,-0.03941908713692943,-0.038961038961038995,0
0151-ONTOV,10.633333333333333,30,30.3,107.82833333333333,1,0.7533333333333334,10.78888888888889,90,30.522222222222222,-0.0072806698216235635,-0.014418125643666437,0
0156-FVPTA,5.866666666666666,30,12.833333333333334,39.97266666666667,0,0.0,7.7,90,16.666666666666668,-0.23,-0.23809523809523817,0
0164-APGRB,7.166666666666667,30,21.2,75.66533333333334,1,1.1113333333333335,7.155555555555556,90,21.144444444444446,0.0026274303730950193,0.001552795031055895,0
0164-XAIRP,12.166666666666666,30,24.733333333333334,86.52766666666666,0,0.0,11.933333333333334,90,24.3,0.017832647462277102,0.019553072625698255,0
0168-XZKBB,10.933333333333334,30,22.266666666666666,74.92933333333333,2,1.8343333333333334,10.833333333333334,90,21.966666666666665,0.013657056145675299,0.009230769230769197,0
0174-QRVVY,14.433333333333334,30,34.666666666666664,127.95266666666666,1,2.3926666666666665,14.422222222222222,90,34.53333333333333,0.0038610038610038477,0.00077041602465331,0
0177-PXBAT,8.266666666666667,30,28.7,91.39233333333333,0,0.0,8.455555555555556,90,29.288888888888888,-0.020106221547799688,-0.022339027595269303,0
0178-CIIKR,11.5,30,23.6,85.25266666666667,1,0.4473333333333333,12.088888888888889,90,24.733333333333334,-0.04582210242587599,-0.04871323529411762,0
0178-SZBHO,10.433333333333334,30,32.3,115.34866666666667,1,0.217,10.688888888888888,90,33.022222222222226,-0.0218707940780621,-0.023908523908523827,0
0181-RITDD,14.833333333333334,30,31.5,110.43033333333332,0,0.0,15.28888888888889,90,32.355555555555554,-0.026442307692307654,-0.029796511627906985,0
0186-CAERR,17.0,30,43.86666666666667,169.19799999999998,3,4.611666666666666,17.42222222222222,90,45.08888888888889,-0.027106949236076868,-0.024234693877550936,0
0187-QSXOE,11.566666666666666,30,38.766666666666666,133.32266666666666,1,0.5133333333333333,12.11111111111111,90,40.55555555555556,-0.04410958904109595,-0.04495412844036696,0
0187-WZNAB,14.066666666666666,30,32.4,106.079,0,0.0,14.555555555555555,90,33.37777777777778,-0.029294274300932198,-0.03358778625954199,0
0188-GWFLE,10.233333333333333,30,24.333333333333332,77.33200000000001,1,2.1073333333333335,10.655555555555555,90,25.4,-0.04199475065616797,-0.03962460896767469,0
0191-EQUUH,10.033333333333333,30,21.933333333333334,76.12899999999999,0,0.0,10.5,90,23.011111111111113,-0.04683727667793343,-0.04444444444444445,0
0191-ZHSKZ,9.033333333333333,30,24.466666666666665,93.71499999999999,1,2.1426666666666665,9.28888888888889,90,25.31111111111111,-0.03336259877085165,-0.02751196172248813,0
0193-ESZXP,4.966666666666667,30,13.0,44.568999999999996,1,1.912,6.388888888888889,90,16.38888888888889,-0.20677966101694917,-0.22260869565217395,0
0195-IESCP,5.566666666666666,30,16.133333333333333,53.86833333333333,0,0.0,7.055555555555555,90,20.42222222222222,-0.21001088139281823,-0.21102362204724412,0
0196-JTUQI,10.6,30,29.4,97.60666666666665,0,0.0,10.666666666666666,90,29.488888888888887,-0.0030143180105501027,-0.006249999999999978,0
0196-VULGZ,4.233333333333333,30,10.3,33.93966666666667,1,1.6103333333333334,5.522222222222222,90,13.244444444444444,-0.22231543624161063,-0.2334004024144869,0
0197-PNKNK,12.1,30,31.233333333333334,115.89266666666667,1,0.3993333333333334,12.511111111111111,90,31.977777777777778,-0.023280055594162585,-0.03285968028419185,0
0201-MIBOL,17.133333333333333,30,37.96666666666667,121.577,1,0.5646666666666668,17.255555555555556,90,38.355555555555554,-0.010139049826187635,-0.007083065035415403,0
0201-OAMXR,5.8,30,21.166666666666668,73.60533333333333,2,2.6213333333333333,7.411111111111111,90,26.88888888888889,-0.21280991735537186,-0.21739130434782614,0
0203-HHYIJ,11.566666666666666,30,30.0,104.61,1,1.3583333333333334,11.977777777777778,90,30.9,-0.029126213592232966,-0.03432282003710578,0
0206-OYVOC,4.2,30,7.966666666666667,30.358999999999998,0,0.0,4.222222222222222,90,8.033333333333333,-0.008298755186721962,-0.005263157894736823,0
0206-TBWLC,9.2,30,33.63333333333333,127.744,2,2.6206666666666667,9.377777777777778,90,34.3,-0.019436345966958143,-0.018957345971564104,0
0207-MDKNV,4.533333333333333,30,16.866666666666667,56.891,0,0.0,6.011111111111111,90,22.044444444444444,-0.2348790322580645,-0.24584103512014788,0
0208-BPQEJ,3.533333333333333,30,9.633333333333333,35.51133333333333,3,5.743333333333334,3.7,90,10.055555555555555,-0.04198895027624312,-0.045045045045045126,0
0212-ISBBF,11.033333333333333,30,22.433333333333334,77.40066666666667,3,1.646666666666667,11.422222222222222,90,23.177777777777777,-0.032118887823585775,-0.03404669260700392,0
0214-JHPFW,10.1,30,23.833333333333332,74.271,1,1.895,10.422222222222222,90,24.58888888888889,-0.03072751920469954,-0.03091684434968023,0
0215-BQKGS,11.066666666666666,30,22.433333333333334,73.40066666666667,3,4.938,11.322222222222223,90,22.9,-0.020378457059679694,-0.02257114818449468,0
0218-QNVAS,5.6,30,11.766666666666667,40.676,1,0.4066666666666666,5.766666666666667,90,11.988888888888889,-0.01853568118628353,-0.028901734104046294,0
0219-QAERP,8.166666666666666,30,18.133333333333333,63.409,0,0.0,8.38888888888889,90,18.644444444444446,-0.027413587604290912,-0.02649006622516568,0
0219-YTZUE,8.7,30,25.6,85.07300000000001,0,0.0,9.11111111111111,90,26.72222222222222,-0.041995841995841915,-0.045121951219512235,0
0220-EBGCE,7.833333333333333,30,19.7,69.71066666666667,2,2.0353333333333334,10.4,90,25.977777777777778,-0.24165953806672372,-0.24679487179487186,0
0221-NAUXK,11.566666666666666,30,29.833333333333332,108.95633333333333,2,2.945,11.488888888888889,90,29.622222222222224,0.00712678169542377,0.006769825918762065,0
0221-WMXNQ,15.666666666666666,30,32.43333333333333,119.51,3,3.259333333333333,16.122222222222224,90,33.18888888888889,-0.022765316370940876,-0.028256374913852633,0
0222-CNVPT,9.1,30,22.266666666666666,83.266,1,0.214,9.377777777777778,90,22.9,-0.027656477438136807,-0.029620853080568804,0
0224-HJAPT,9.566666666666666,30,28.1,94.961,1,0.25633333333333336,9.688888888888888,90,28.511111111111113,-0.014419329696024951,-0.012614678899082524,0
0224-NIJLP,11.333333333333334,30,33.5,115.62133333333333,1,1.8156666666666665,11.344444444444445,90,33.58888888888889,-0.002646377770426719,-0.0009794319294808976,0
0224-RLWWD,8.566666666666666,30,26.9,90.28833333333334,2,1.3193333333333332,8.71111111111111,90,27.322222222222223,-0.01545343635624245,-0.016581632653061167,0
0225-ZORZP,7.166666666666667,30,26.666666666666668,90.374,1,1.37,7.644444444444445,90,27.988888888888887,-0.04724096863834845,-0.06250000000000001,0
0228-MAUWC,8.666666666666666,30,21.333333333333332,68.68033333333332,0,0.0,9.166666666666666,90,22.433333333333334,-0.049034175334323984,-0.05454545454545455,0
0229-LFJAF,4.666666666666667,30,9.766666666666667,33.032666666666664,0,0.0,4.8,90,10.033333333333333,-0.026578073089700904,-0.02777777777777768,0
0230-UBYPQ,9.2,30,16.966666666666665,56.92966666666666,1,2.2430000000000003,9.533333333333333,90,17.58888888888889,-0.03537586860391669,-0.03496503496503503,0
0230-WEQUW,12.966666666666667,30,27.766666666666666,106.73533333333333,1,1.377,13.5,90,28.855555555555554,-0.037735849056603765,-0.039506172839506165,0
0231-LXVAP,9.933333333333334,30,23.1,83.21900000000001,0,0.0,10.011111111111111,90,23.2,-0.004310344827586115,-0.007769145394006632,0
0233-FTHAV,13.966666666666667,30,28.666666666666668,97.06566666666666,0,0.0,14.055555555555555,90,28.844444444444445,-0.00616332819722648,-0.006324110671936736,0
0234-TEVTT,12.533333333333333,30,26.333333333333332,89.21966666666667,1,1.65,12.511111111111111,90,26.3,0.0012674271229403589,0.0017761989342806332,0
0235-KGSLC,2.2666666666666666,30,6.8,22.796666666666667,0,0.0,2.988888888888889,90,9.022222222222222,-0.24630541871921183,-0.24163568773234204,0
0236-HFWSV,3.966666666666667,30,9.3,33.629666666666665,2,3.667,5.2444444444444445,90,12.244444444444444,-0.24047186932849354,-0.24364406779661016,0
0237-YFUTL,14.3,30,37.833333333333336,130.80433333333335,1,2.021333333333333,14.71111111111111,90,38.81111111111111,-0.02519324363011729,-0.027945619335347335,0
0238-WHBIQ,10.966666666666667,30,24.433333333333334,90.77,0,0.0,11.266666666666667,90,25.166666666666668,-0.029139072847682156,-0.026627218934911302,0
0239-OXEXL,10.133333333333333,30,36.833333333333336,133.78133333333332,0,0.0,10.344444444444445,90,37.4,-0.015151515151515051,-0.02040816326530622,0
0244-LGNFY,14.333333333333334,30,38.266666666666666,140.85066666666665,0,0.0,14.277777777777779,90,38.12222222222222,0.0037889828038473084,0.0038910505836575737,0
0247-SLUJI,9.033333333333333,30,22.5,78.25166666666668,0,0.0,9.366666666666667,90,23.355555555555554,-0.03663177925784961,-0.0355871886120997,0
0248-IPDFW,12.566666666666666,30,35.233333333333334,125.76,2,1.5090000000000001,13.033333333333333,90,36.37777777777778,-0.03145998778252905,-0.035805626598465486,0
0248-PGHBZ,17.533333333333335,30,43.4,151.096,2,1.604,17.844444444444445,90,44.077777777777776,-0.015376859087471627,-0.01743462017434614,0
0253-ZTEOB,5.533333333333333,30,19.9,68.45466666666667,2,0.49633333333333335,5.566666666666666,90,20.1,-0.009950248756219046,-0.005988023952095787,0
0254-FNMCI,14.566666666666666,30,37.53333333333333,133.07266666666666,1,1.9296666666666666,14.71111111111111,90,37.91111111111111,-0.009964830011723387,-0.009818731117824738,0
0254-KCJGT,13.566666666666666,30,25.966666666666665,85.34233333333333,3,2.292666666666667,13.766666666666667,90,26.433333333333334,-0.017654476670870185,-0.01452784503631969,0
0254-WWRKD,11.133333333333333,30,32.13333333333333,113.29333333333334,1,1.0866666666666667,11.333333333333334,90,32.67777777777778,-0.016660999659979595,-0.017647058823529505,0
0256-LTHVJ,6.433333333333334,30,19.3,68.63733333333333,1,1.2693333333333332,8.433333333333334,90,24.788888888888888,-0.22142536978933208,-0.23715415019762845,0
0257-KXZGU,10.733333333333333,30,35.0,128.44833333333332,2,3.2030000000000003,11.0,90,35.82222222222222,-0.022952853598014907,-0.02424242424242432,0
0257-ZESQC,5.6,30,11.866666666666667,41.781666666666666,0,0.0,7.066666666666666,90,15.011111111111111,-0.20947446336047368,-0.2075471698113208,0
0258-NOKBL,12.233333333333333,30,38.766666666666666,135.14600000000002,2,1.4146666666666665,12.166666666666666,90,38.44444444444444,0.008381502890173427,0.0054794520547945015,0
0259-GBZSH,5.4,30,19.766666666666666,74.58866666666667,2,1.3673333333333333,5.5,90,20.122222222222224,-0.017669795692987413,-0.01818181818181812,0
0260-ZDLGK,8.6,30,30.566666666666666,106.528,1,2.3823333333333334,8.422222222222222,90,30.11111111111111,0.01512915129151292,0.02110817941952499,0
0263-FJTQO,14.433333333333334,30,31.766666666666666,104.472,0,0.0,14.666666666666666,90,32.24444444444445,-0.014817367332873992,-0.015909090909090852,0
0264-CNITK,16.166666666666668,30,32.833333333333336,121.288,1,1.0523333333333333,16.0,90,32.46666666666667,0.011293634496919933,0.01041666666666674,0
0265-EDXBD,4.333333333333333,30,10.9,39.39433333333333,0,0.0,5.655555555555556,90,14.277777777777779,-0.23657587548638134,-0.23379174852652268,0
0265-PSUAE,8.366666666666667,30,26.566666666666666,97.94699999999999,1,0.9903333333333334,8.655555555555555,90,27.455555555555556,-0.03237555645487658,-0.03337612323491644,0
0266-CLZKZ,12.233333333333333,30,35.53333333333333,116.35933333333332,1,1.8183333333333331,12.466666666666667,90,36.03333333333333,-0.01387604070305273,-0.018716577540107027,0
0266-GMEAO,7.4,30,21.533333333333335,78.41566666666667,0,0.0,7.333333333333333,90,21.42222222222222,0.005186721991701393,0.00909090909090918,0
0268-QKIWO,10.366666666666667,30,21.833333333333332,77.32833333333333,0,0.0,10.644444444444444,90,22.41111111111111,-0.02578086266732778,-0.026096033402922665,0
0269-XFESX,10.0,30,23.266666666666666,76.81366666666666,0,0.0,9.866666666666667,90,23.366666666666667,-0.00427960057061347,0.013513513513513466,0
0270-THENM,13.866666666666667,30,30.333333333333332,107.873,2,2.227,14.377777777777778,90,31.6,-0.04008438818565409,-0.035548686244204014,0
0274-JKUJR,11.166666666666666,30,27.833333333333332,89.59899999999999,1,1.9643333333333333,11.588888888888889,90,28.92222222222222,-0.037648866692278134,-0.03643336529242572,0
0277-BKSQP,10.033333333333333,30,27.933333333333334,99.15333333333334,0,0.0,10.144444444444444,90,28.166666666666668,-0.008284023668639087,-0.010952902519167541,0
0277-ORXQS,15.4,30,35.06666666666667,115.645,0,0.0,15.6,90,35.455555555555556,-0.010968348480100193,-0.012820512820512775,0
0278-YXOOG,3.6,30,11.833333333333334,43.08866666666667,2,2.6643333333333334,4.777777777777778,90,15.022222222222222,-0.21227810650887569,-0.2465116279069767,0
0280-XJGEX,5.533333333333333,30,14.9,49.30766666666667,1,1.2429999999999999,7.2444444444444445,90,19.27777777777778,-0.22708933717579252,-0.23619631901840493,0
